
2023-10-18 09:38:34.508813 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8654000560846', 'Qty': '1.000', 'ItemDueAmount': 2420}, {'Barcode': '2331322301', 'Qty': '4.000', 'ItemDueAmount': 1840}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 4260}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000018', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417999;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8690766293697', 'Qty': '1.000', 'ItemDueAmount': 2180}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 2180}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000051', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418028;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8654000106723', 'Qty': '1.000', 'ItemDueAmount': 20130}, {'Barcode': '8656170005011', 'Qty': '1.000', 'ItemDueAmount': 1720}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 21850}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000066', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418042;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8719202531626', 'Qty': '1.000', 'ItemDueAmount': 5000}, {'Barcode': '8719987943638', 'Qty': '1.000', 'ItemDueAmount': 10000}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 15000}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000067', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418043;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '3560071439255', 'Qty': '1.000', 'ItemDueAmount': 19700}, {'Barcode': '3560071196110', 'Qty': '1.000', 'ItemDueAmount': 8900}, {'Barcode': '4902508009805', 'Qty': '1.000', 'ItemDueAmount': 13610}, {'Barcode': '5060060211070', 'Qty': '2.000', 'ItemDueAmount': 17760}, {'Barcode': '8656012719175', 'Qty': '2.000', 'ItemDueAmount': 12700}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 72890}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000001', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417986;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656021393441', 'Qty': '1.000', 'ItemDueAmount': 2500}, {'Barcode': '8809041427904', 'Qty': '1.000', 'ItemDueAmount': 4540}, {'Barcode': '8656021373214', 'Qty': '1.000', 'ItemDueAmount': 1560}, {'Barcode': '8002270936777', 'Qty': '1.000', 'ItemDueAmount': 4950}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '884394001917', 'Qty': '1.000', 'ItemDueAmount': 3200}, {'Barcode': '8656021354169', 'Qty': '1.000', 'ItemDueAmount': 3740}, {'Barcode': '2300350000001', 'Qty': '1.000', 'ItemDueAmount': 29800}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 50660}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000003', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417988;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656020651139', 'Qty': '1.000', 'ItemDueAmount': 4020}, {'Barcode': '8656005659174', 'Qty': '1.000', 'ItemDueAmount': 10390}, {'Barcode': '2325470000007', 'Qty': '0.456', 'ItemDueAmount': 3602}, {'Barcode': '8052870943279', 'Qty': '1.000', 'ItemDueAmount': 17530}, {'Barcode': '2325240000008', 'Qty': '1.000', 'ItemDueAmount': 3300}, {'Barcode': '2320710000007', 'Qty': '0.350', 'ItemDueAmount': 3028}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 42090}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000006', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417989;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2322980000008', 'Qty': '0.140', 'ItemDueAmount': 4900}, {'Barcode': '3560070961092', 'Qty': '1.000', 'ItemDueAmount': 3800}, {'Barcode': '2325770000004', 'Qty': '0.612', 'ItemDueAmount': 3660}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 10000}, {'PaymentTypeID': 'Cash', 'PaymentAmount': 2360}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000007', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417990;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2301220000008', 'Qty': '1.000', 'ItemDueAmount': 3700}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 3700}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231019003417000032', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418013;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2325700000005', 'Qty': '2.666', 'ItemDueAmount': 3999}, {'Barcode': '2325700000005', 'Qty': '1.806', 'ItemDueAmount': 2709}, {'Barcode': '2325710000002', 'Qty': '3.138', 'ItemDueAmount': 7845}, {'Barcode': '2325750000000', 'Qty': '1.786', 'ItemDueAmount': 4465}, {'Barcode': '2332130000000', 'Qty': '1.126', 'ItemDueAmount': 5855}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 24873}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000042', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418019;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 220}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000008', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417991;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656488115174', 'Qty': '1.000', 'ItemDueAmount': 1250}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656004280171', 'Qty': '2.000', 'ItemDueAmount': 5060}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 6530}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000023', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418004;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2332440000004', 'Qty': '1.000', 'ItemDueAmount': 3500}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 3500}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000027', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418008;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '46227744', 'Qty': '1.000', 'ItemDueAmount': 5780}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 5780}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000048', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418025;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '031200000613', 'Qty': '1.000', 'ItemDueAmount': 4750}, {'Barcode': '8654000106617', 'Qty': '2.000', 'ItemDueAmount': 4000}, {'Barcode': '8654000770559', 'Qty': '1.000', 'ItemDueAmount': 5170}, {'Barcode': '8857126105384', 'Qty': '1.000', 'ItemDueAmount': 4030}, {'Barcode': '8656170005417', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '8680211457330', 'Qty': '1.000', 'ItemDueAmount': 18700}, {'Barcode': '8801062318490', 'Qty': '1.000', 'ItemDueAmount': 2390}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 41050}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000052', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418029;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656170005011', 'Qty': '1.000', 'ItemDueAmount': 1720}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 1720}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000084', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418058;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2301270000003', 'Qty': '1.000', 'ItemDueAmount': 1500}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 1500}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231019003417000091', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418065;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656020681020', 'Qty': '2.000', 'ItemDueAmount': 3760}, {'Barcode': '5901958612893', 'Qty': '1.000', 'ItemDueAmount': 6120}, {'Barcode': '5901958612886', 'Qty': '1.000', 'ItemDueAmount': 6120}, {'Barcode': '5901958612862', 'Qty': '1.000', 'ItemDueAmount': 4320}, {'Barcode': '5901958612343', 'Qty': '1.000', 'ItemDueAmount': 4320}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 24640}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000011', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417994;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656002859171', 'Qty': '1.000', 'ItemDueAmount': 15250}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 15250}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000028', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418009;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656014102296', 'Qty': '1.000', 'ItemDueAmount': 2240}, {'Barcode': '42123880', 'Qty': '1.000', 'ItemDueAmount': 1500}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 3740}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000031', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418012;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656170005165', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '2304050000002', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '8658000066780', 'Qty': '1.000', 'ItemDueAmount': 5940}, {'Barcode': '4601025114343', 'Qty': '1.000', 'ItemDueAmount': 3610}, {'Barcode': '8656000578180', 'Qty': '1.000', 'ItemDueAmount': 5760}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656021011260', 'Qty': '1.000', 'ItemDueAmount': 4300}, {'Barcode': '8654000104491', 'Qty': '1.000', 'ItemDueAmount': 20380}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 46500}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000035', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418014;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2301210000001', 'Qty': '1.000', 'ItemDueAmount': 4200}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 4200}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231019003417000046', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418023;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8410441322005', 'Qty': '1.000', 'ItemDueAmount': 45500}, {'Barcode': '3245415942355', 'Qty': '1.000', 'ItemDueAmount': 27500}, {'Barcode': '50173990', 'Qty': '1.000', 'ItemDueAmount': 1500}, {'Barcode': '8656170005875', 'Qty': '2.000', 'ItemDueAmount': 7400}, {'Barcode': '3245415896184', 'Qty': '1.000', 'ItemDueAmount': 27500}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 109620}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000012', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 417995;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656000389137', 'Qty': '1.000', 'ItemDueAmount': 14800}, {'Barcode': '8656000389151', 'Qty': '1.000', 'ItemDueAmount': 19800}, {'Barcode': '4014400400007', 'Qty': '1.000', 'ItemDueAmount': 7750}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 42350}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000022', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418003;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2331030000004', 'Qty': '1.000', 'ItemDueAmount': 3880}, {'Barcode': '8656170005066', 'Qty': '1.000', 'ItemDueAmount': 4300}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 8180}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000025', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418006;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2320710000007', 'Qty': '0.354', 'ItemDueAmount': 3062}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 3062}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000059', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418035;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8654000102657', 'Qty': '1.000', 'ItemDueAmount': 4960}, {'Barcode': '42123880', 'Qty': '2.000', 'ItemDueAmount': 3000}, {'Barcode': '8656004293171', 'Qty': '1.000', 'ItemDueAmount': 1980}, {'Barcode': '4600605013960', 'Qty': '4.000', 'ItemDueAmount': 10120}, {'Barcode': '3560071224301', 'Qty': '1.000', 'ItemDueAmount': 3500}, {'Barcode': '8654001630012', 'Qty': '1.000', 'ItemDueAmount': 4370}, {'Barcode': '4870206413876', 'Qty': '1.000', 'ItemDueAmount': 2300}, {'Barcode': '4870206411735', 'Qty': '1.000', 'ItemDueAmount': 10030}, {'Barcode': '8656170005813', 'Qty': '1.000', 'ItemDueAmount': 1790}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 42270}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000036', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418015;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656020986453', 'Qty': '2.000', 'ItemDueAmount': 2700}, {'Barcode': '8000380003723', 'Qty': '1.000', 'ItemDueAmount': 17900}, {'Barcode': '2325070000001', 'Qty': '0.448', 'ItemDueAmount': 7123}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 27945}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000063', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418039;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2331322301', 'Qty': '20.000', 'ItemDueAmount': 9200}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 9200}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000060', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418036;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2300240000005', 'Qty': '1.000', 'ItemDueAmount': 4900}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 4900}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231019003417000064', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418040;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8656000375017', 'Qty': '1.000', 'ItemDueAmount': 980}, {'Barcode': '8656000375024', 'Qty': '1.000', 'ItemDueAmount': 980}, {'Barcode': '8658000273256', 'Qty': '1.000', 'ItemDueAmount': 730}, {'Barcode': '8656020655250', 'Qty': '1.000', 'ItemDueAmount': 810}, {'Barcode': '4003790026751', 'Qty': '1.000', 'ItemDueAmount': 5700}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 9200}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000044', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418021;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8654170102044', 'Qty': '1.000', 'ItemDueAmount': 5980}, {'Barcode': '8656011701171', 'Qty': '1.000', 'ItemDueAmount': 3360}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 9560}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000047', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418024;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2360180000008', 'Qty': '0.488', 'ItemDueAmount': 11712}, {'Barcode': '2323210000003', 'Qty': '0.246', 'ItemDueAmount': 3690}, {'Barcode': '2330410000009', 'Qty': '8.000', 'ItemDueAmount': 2400}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 17802}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000050', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418027;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '8680211452694', 'Qty': '1.000', 'ItemDueAmount': 20470}, {'Barcode': '8680211452526', 'Qty': '1.000', 'ItemDueAmount': 14320}, {'Barcode': '8656020655229', 'Qty': '1.000', 'ItemDueAmount': 6910}, {'Barcode': '8901138815769', 'Qty': '1.000', 'ItemDueAmount': 9040}, {'Barcode': '8656020986972', 'Qty': '1.000', 'ItemDueAmount': 3320}, {'Barcode': '4850001111498', 'Qty': '1.000', 'ItemDueAmount': 12380}, {'Barcode': '4000415730703', 'Qty': '3.000', 'ItemDueAmount': 17280}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 83940}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000077', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418053;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '9002490100490', 'Qty': '2.000', 'ItemDueAmount': 44000}, {'Barcode': '6921555541869', 'Qty': '1.000', 'ItemDueAmount': 2460}, {'Barcode': '8656020816552', 'Qty': '1.000', 'ItemDueAmount': 1900}, {'Barcode': '8656021373092', 'Qty': '1.000', 'ItemDueAmount': 1060}, {'Barcode': '2324600000009', 'Qty': '0.728', 'ItemDueAmount': 5387}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 55025}], 'TerminalID': '3403', 'CashierEmpCode': '226', 'DDTDNo': '000002057441034231019003403000069', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418045;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2325120000005', 'Qty': '1.000', 'ItemDueAmount': 11900}, {'Barcode': '2325120000005', 'Qty': '1.000', 'ItemDueAmount': 11900}, {'Barcode': '4750024201339', 'Qty': '4.000', 'ItemDueAmount': 18720}, {'Barcode': '038000845536', 'Qty': '2.000', 'ItemDueAmount': 8400}, {'Barcode': '038000183737', 'Qty': '1.000', 'ItemDueAmount': 4200}, {'Barcode': '5902379825831', 'Qty': '1.000', 'ItemDueAmount': 6900}, {'Barcode': '5902379745832', 'Qty': '1.000', 'ItemDueAmount': 6900}, {'Barcode': '3560071422240', 'Qty': '1.000', 'ItemDueAmount': 2300}, {'Barcode': '8801906165198', 'Qty': '1.000', 'ItemDueAmount': 6320}, {'Barcode': '8008714003111', 'Qty': '1.000', 'ItemDueAmount': 14570}, {'Barcode': '8656170005011', 'Qty': '2.000', 'ItemDueAmount': 3440}, {'Barcode': '8656021373481', 'Qty': '2.000', 'ItemDueAmount': 4000}, {'Barcode': '2324670000008', 'Qty': '2.000', 'ItemDueAmount': 9800}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 9720}, {'PaymentTypeID': 'Cash', 'PaymentAmount': 100000}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000053', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418030;cashiername: Enkhjin
2023-10-19 10:04:05.426762 {'Sales': [{'SaleItems': [{'Barcode': '2321720000001', 'Qty': '0.422', 'ItemDueAmount': 3060}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 3060}], 'TerminalID': '3404', 'CashierEmpCode': '193', 'DDTDNo': '000002057441034231019003404000055', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 418032;cashiername: Enkhjin
